,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145
5u3n_H,   2.00000,   1.60000,  49.00000,  38.00000,  88.00000,  68.20000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,   9.30000,  15.00000,  11.60000,   2.00000,   1.60000,   1.00000,   0.80000,7333.00000,   0.00000,  63.00000,2342.00000,1404.00000,   0.00000, 663.00000, 585.00000,2273.00000,   0.43382,   0.38557,   0.35407,   0.36430,   0.41426,   0.38670,   0.07708,   0.47608,   0.46504,   0.45943,   0.28522,   0.32308,   0.26872,   0.63441,   0.47452,   0.23547,   0.53155,   0.37236,   0.29825,   0.17117,   0.16659,   0.23607,4478.02000,1730.80000,2128.37000, 639.16000,3349.65000,1091.64000,   3.00000,   2.00000,   1.00000,   6.00000,   0.00000,   2.00000,   3.00000,  11.00000,   0.00000,   3.00000,   2.00000,   5.00000,   1.00000,   1.00000,   5.00000,   4.00000,   3.00000,   0.00000,   0.00000,   2.00000,   3.00000,   3.00000,   1.00000,   1.00000,   2.00000,   2.00000,   0.00000,   2.00000,   1.00000,   4.00000,   4.00000,   0.00000,   1.00000,   3.00000,   1.00000,   5.00000,   8.00000,   4.00000,   3.00000,   8.00000,   0.02727,   0.01818,   0.00909,   0.05455,   0.00000,   0.01818,   0.02727,   0.10000,   0.00000,   0.02727,   0.01818,   0.04545,   0.00909,   0.00909,   0.04545,   0.03636,   0.02727,   0.00000,   0.00000,   0.01818,   0.02727,   0.02727,   0.00909,   0.00909,   0.01818,   0.01818,   0.00000,   0.01818,   0.00909,   0.03636,   0.03636,   0.00000,   0.00909,   0.02727,   0.00909,   0.04545,   0.07273,   0.03636,   0.02727,   0.07273
5u3m_H,   0.00000,   0.00000,  51.00000,  39.50000,  88.00000,  68.20000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   7.80000,  16.00000,  12.40000,   2.00000,   1.60000,   1.00000,   0.80000,7614.70000,   0.00000,   0.00000,2550.00000,1464.00000,   0.00000, 892.00000, 501.00000,2204.00000,   0.44330,   0.39016,   0.36390,   0.36398,   0.42223,   0.39367,   0.08315,   0.48289,   0.48852,   0.44709,   0.28179,   0.32537,   0.25922,   0.63707,   0.47598,   0.24100,   0.62793,   0.38127,   0.31145,   0.18104,   0.17287,   0.24461,4656.98000,1693.83000,2165.10000, 653.03000,3491.88000,1040.80000,   3.00000,   2.00000,   1.00000,   6.00000,   0.00000,   2.00000,   3.00000,  11.00000,   0.00000,   3.00000,   2.00000,   5.00000,   1.00000,   1.00000,   5.00000,   4.00000,   5.00000,   0.00000,   0.00000,   2.00000,   3.00000,   3.00000,   1.00000,   1.00000,   2.00000,   2.00000,   0.00000,   2.00000,   1.00000,   4.00000,   5.00000,   0.00000,   1.00000,   3.00000,   0.00000,   5.00000,   6.00000,   4.00000,   3.00000,   8.00000,   0.02727,   0.01818,   0.00909,   0.05455,   0.00000,   0.01818,   0.02727,   0.10000,   0.00000,   0.02727,   0.01818,   0.04545,   0.00909,   0.00909,   0.04545,   0.03636,   0.04545,   0.00000,   0.00000,   0.01818,   0.02727,   0.02727,   0.00909,   0.00909,   0.01818,   0.01818,   0.00000,   0.01818,   0.00909,   0.03636,   0.04545,   0.00000,   0.00909,   0.02727,   0.00000,   0.04545,   0.05455,   0.03636,   0.02727,   0.07273
5u3l_H,   2.00000,   1.60000,  52.00000,  40.30000,  84.00000,  65.10000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   4.70000,  14.00000,  10.90000,   2.00000,   1.60000,   2.00000,   1.60000,7436.70000,   0.00000,  40.00000,2572.00000,1081.00000,   0.00000,1388.00000, 451.00000,1900.00000,   0.47102,   0.36857,   0.43428,   0.48990,   0.39146,   0.39974,   0.08148,   0.48682,   0.44542,   0.36251,   0.28897,   0.17651,   0.26028,   0.61468,   0.34072,   0.27923,   0.60128,   0.31038,   0.35214,   0.17519,   0.16261,   0.32942,4724.45000,1695.46000,1905.33000, 630.03000,3819.11000,1065.43000,   3.00000,   4.00000,   1.00000,   6.00000,   0.00000,   2.00000,   4.00000,   9.00000,   0.00000,   1.00000,   2.00000,   4.00000,   1.00000,   2.00000,   3.00000,   3.00000,   4.00000,   0.00000,   0.00000,   4.00000,   3.00000,   3.00000,   1.00000,   1.00000,   2.00000,   2.00000,   0.00000,   8.00000,   1.00000,   2.00000,   5.00000,   0.00000,   3.00000,   2.00000,   0.00000,   6.00000,   5.00000,   4.00000,   4.00000,   5.00000,   0.02727,   0.03636,   0.00909,   0.05455,   0.00000,   0.01818,   0.03636,   0.08182,   0.00000,   0.00909,   0.01818,   0.03636,   0.00909,   0.01818,   0.02727,   0.02727,   0.03636,   0.00000,   0.00000,   0.03636,   0.02727,   0.02727,   0.00909,   0.00909,   0.01818,   0.01818,   0.00000,   0.07273,   0.00909,   0.01818,   0.04545,   0.00000,   0.02727,   0.01818,   0.00000,   0.05455,   0.04545,   0.03636,   0.03636,   0.04545
5u3l_A,   2.00000,   1.60000,  50.00000,  38.80000,  87.00000,  67.40000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   7.00000,  15.00000,  11.60000,   2.00000,   1.60000,   2.00000,   1.60000,7603.00000,   0.00000,  34.00000,2490.00000,1350.00000,   0.00000,1131.00000, 471.00000,2129.00000,   0.46896,   0.37079,   0.43778,   0.48813,   0.38162,   0.39760,   0.07908,   0.47932,   0.44731,   0.36744,   0.29315,   0.17712,   0.26469,   0.61705,   0.33900,   0.26954,   0.60779,   0.30567,   0.35229,   0.17412,   0.16369,   0.32808,4681.44000,1726.08000,1934.17000, 611.08000,3747.25000,1115.00000,   4.00000,   4.00000,   1.00000,   5.00000,   0.00000,   2.00000,   4.00000,  10.00000,   0.00000,   1.00000,   2.00000,   4.00000,   1.00000,   2.00000,   3.00000,   3.00000,   4.00000,   0.00000,   0.00000,   3.00000,   2.00000,   3.00000,   1.00000,   2.00000,   2.00000,   2.00000,   0.00000,   7.00000,   1.00000,   2.00000,   5.00000,   0.00000,   3.00000,   2.00000,   0.00000,   6.00000,   5.00000,   4.00000,   4.00000,   6.00000,   0.03636,   0.03636,   0.00909,   0.04545,   0.00000,   0.01818,   0.03636,   0.09091,   0.00000,   0.00909,   0.01818,   0.03636,   0.00909,   0.01818,   0.02727,   0.02727,   0.03636,   0.00000,   0.00000,   0.02727,   0.01818,   0.02727,   0.00909,   0.01818,   0.01818,   0.01818,   0.00000,   0.06364,   0.00909,   0.01818,   0.04545,   0.00000,   0.02727,   0.01818,   0.00000,   0.05455,   0.04545,   0.03636,   0.03636,   0.05455
5u15_H,   0.00000,   0.00000,  38.00000,  34.50000,  66.00000,  60.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   0.00000,   0.00000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.20000,  10.00000,   9.10000,   3.00000,   2.70000,   1.00000,   0.90000,6573.00000,   0.00000,   0.00000,2082.00000, 552.00000,   0.00000, 999.00000, 906.00000,2032.00000,   0.40310,   0.39411,   0.37288,   0.40284,   0.30694,   0.52839,   0.11944,   0.58591,   0.45928,   0.51057,   0.15880,   0.27395,   0.39136,   0.56584,   0.11577,   0.21111,   0.53841,   0.40736,   0.34740,   0.20557,   0.34465,   0.36948,5365.74000,1524.91000,1605.97000, 560.19000,3759.77000, 964.72000,   5.00000,   5.00000,   2.00000,   4.00000,   0.00000,   6.00000,   2.00000,   9.00000,   0.00000,   1.00000,   2.00000,   5.00000,   0.00000,   0.00000,   2.00000,   7.00000,   4.00000,   1.00000,   3.00000,   5.00000,   3.00000,   1.00000,   1.00000,   0.00000,   2.00000,   1.00000,   1.00000,   4.00000,   1.00000,   2.00000,   3.00000,   0.00000,   4.00000,   2.00000,   1.00000,   5.00000,   4.00000,   3.00000,   6.00000,   3.00000,   0.04545,   0.04545,   0.01818,   0.03636,   0.00000,   0.05455,   0.01818,   0.08182,   0.00000,   0.00909,   0.01818,   0.04545,   0.00000,   0.00000,   0.01818,   0.06364,   0.03636,   0.00909,   0.02727,   0.04545,   0.02727,   0.00909,   0.00909,   0.00000,   0.01818,   0.00909,   0.00909,   0.03636,   0.00909,   0.01818,   0.02727,   0.00000,   0.03636,   0.01818,   0.00909,   0.04545,   0.03636,   0.02727,   0.05455,   0.02727
5u15_A,   0.00000,   0.00000,  37.00000,  33.60000,  68.00000,  61.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.00000,  11.00000,  10.00000,   3.00000,   2.70000,   1.00000,   0.90000,6604.30000,   0.00000,  47.00000,2077.00000, 824.00000,   0.00000, 734.00000, 912.00000,2009.00000,   0.40244,   0.39090,   0.37185,   0.40464,   0.31306,   0.52509,   0.12351,   0.58869,   0.45691,   0.51140,   0.15674,   0.27022,   0.38384,   0.56886,   0.11482,   0.21028,   0.53144,   0.40456,   0.34222,   0.20132,   0.34424,   0.36980,5326.41000,1541.69000,1558.74000, 589.36000,3767.67000, 952.33000,   4.00000,   5.00000,   2.00000,   4.00000,   0.00000,   6.00000,   2.00000,   9.00000,   0.00000,   1.00000,   2.00000,   5.00000,   0.00000,   0.00000,   2.00000,   7.00000,   4.00000,   1.00000,   3.00000,   5.00000,   4.00000,   1.00000,   1.00000,   0.00000,   2.00000,   1.00000,   1.00000,   4.00000,   1.00000,   2.00000,   3.00000,   0.00000,   4.00000,   2.00000,   1.00000,   5.00000,   4.00000,   3.00000,   6.00000,   3.00000,   0.03636,   0.04545,   0.01818,   0.03636,   0.00000,   0.05455,   0.01818,   0.08182,   0.00000,   0.00909,   0.01818,   0.04545,   0.00000,   0.00000,   0.01818,   0.06364,   0.03636,   0.00909,   0.02727,   0.04545,   0.03636,   0.00909,   0.00909,   0.00000,   0.01818,   0.00909,   0.00909,   0.03636,   0.00909,   0.01818,   0.02727,   0.00000,   0.03636,   0.01818,   0.00909,   0.04545,   0.03636,   0.02727,   0.05455,   0.02727
5tzu_H,   0.00000,   0.00000,  42.00000,  38.20000,  68.00000,  61.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,  12.00000,  10.90000,   2.00000,   1.80000,   1.00000,   0.90000,5972.50000,   0.00000,   0.00000,1865.00000, 509.00000,   0.00000,1171.00000, 288.00000,2145.00000,   0.38826,   0.34910,   0.39492,   0.36995,   0.41325,   0.53926,   0.08582,   0.42152,   0.59222,   0.46446,   0.00000,   0.16645,   0.28195,   0.57043,   0.17163,   0.24066,   0.60476,   0.31514,   0.34476,   0.18301,   0.27837,   0.27220,4705.92000,1679.44000,1421.28000, 648.95000,3284.64000,1030.49000,   4.00000,   2.00000,   3.00000,   6.00000,   0.00000,   1.00000,   3.00000,  10.00000,   0.00000,   0.00000,   3.00000,   7.00000,   0.00000,   1.00000,   3.00000,   6.00000,   4.00000,   0.00000,   3.00000,   2.00000,   4.00000,   3.00000,   0.00000,   1.00000,   2.00000,   2.00000,   1.00000,   2.00000,   0.00000,   4.00000,   6.00000,   0.00000,   2.00000,   3.00000,   0.00000,   6.00000,   5.00000,   3.00000,   4.00000,   4.00000,   0.03636,   0.01818,   0.02727,   0.05455,   0.00000,   0.00909,   0.02727,   0.09091,   0.00000,   0.00000,   0.02727,   0.06364,   0.00000,   0.00909,   0.02727,   0.05455,   0.03636,   0.00000,   0.02727,   0.01818,   0.03636,   0.02727,   0.00000,   0.00909,   0.01818,   0.01818,   0.00909,   0.01818,   0.00000,   0.03636,   0.05455,   0.00000,   0.01818,   0.02727,   0.00000,   0.05455,   0.04545,   0.02727,   0.03636,   0.03636
5tz2_H,   2.00000,   1.80000,  40.00000,  36.40000,  70.00000,  63.60000,   0.00000,   0.00000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  10.90000,  11.00000,  10.00000,   3.00000,   2.70000,   1.00000,   0.90000,6407.30000,   0.00000, 107.00000,2051.00000, 296.00000,   0.00000,1477.00000, 636.00000,1836.00000,   0.39906,   0.37771,   0.48377,   0.38062,   0.00000,   0.48035,   0.10837,   0.38118,   0.65764,   0.44712,   0.49620,   0.19877,   0.26534,   0.57645,   0.19620,   0.33208,   0.59555,   0.42593,   0.32059,   0.20472,   0.25736,   0.35589,5154.97000,1613.57000,1599.39000, 585.07000,3555.58000,1028.50000,   4.00000,   3.00000,   0.00000,   6.00000,   0.00000,   5.00000,   4.00000,   7.00000,   1.00000,   1.00000,   2.00000,   7.00000,   0.00000,   1.00000,   3.00000,   9.00000,   1.00000,   1.00000,   1.00000,   4.00000,   3.00000,   1.00000,   0.00000,   0.00000,   2.00000,   2.00000,   0.00000,   4.00000,   0.00000,   5.00000,   4.00000,   0.00000,   2.00000,   2.00000,   1.00000,   6.00000,   4.00000,   4.00000,   7.00000,   3.00000,   0.03636,   0.02727,   0.00000,   0.05455,   0.00000,   0.04545,   0.03636,   0.06364,   0.00909,   0.00909,   0.01818,   0.06364,   0.00000,   0.00909,   0.02727,   0.08182,   0.00909,   0.00909,   0.00909,   0.03636,   0.02727,   0.00909,   0.00000,   0.00000,   0.01818,   0.01818,   0.00000,   0.03636,   0.00000,   0.04545,   0.03636,   0.00000,   0.01818,   0.01818,   0.00909,   0.05455,   0.03636,   0.03636,   0.06364,   0.02727
5tpp_H,   0.00000,   0.00000,  39.00000,  35.50000,  68.00000,  61.80000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.00000,  10.00000,   9.10000,   4.00000,   3.60000,   1.00000,   0.90000,6537.20000,   0.00000,   0.00000,2176.00000, 591.00000,   0.00000,1174.00000, 711.00000,1884.00000,   0.42155,   0.34696,   0.38449,   0.40230,   0.43288,   0.53720,   0.11919,   0.57325,   0.45098,   0.45149,   0.15228,   0.30308,   0.24581,   0.52900,   0.10653,   0.18675,   0.44719,   0.41872,   0.38533,   0.18863,   0.42574,   0.36001,5271.95000,1529.46000,1306.01000, 666.61000,3965.94000, 862.85000,   4.00000,   4.00000,   3.00000,   6.00000,   0.00000,   6.00000,   2.00000,   6.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   0.00000,   2.00000,   6.00000,   6.00000,   1.00000,   4.00000,   6.00000,   3.00000,   1.00000,   1.00000,   0.00000,   2.00000,   1.00000,   1.00000,   5.00000,   1.00000,   2.00000,   5.00000,   0.00000,   3.00000,   3.00000,   2.00000,   4.00000,   5.00000,   3.00000,   4.00000,   3.00000,   0.03636,   0.03636,   0.02727,   0.05455,   0.00000,   0.05455,   0.01818,   0.05455,   0.00000,   0.00909,   0.00909,   0.02727,   0.00000,   0.00000,   0.01818,   0.05455,   0.05455,   0.00909,   0.03636,   0.05455,   0.02727,   0.00909,   0.00909,   0.00000,   0.01818,   0.00909,   0.00909,   0.04545,   0.00909,   0.01818,   0.04545,   0.00000,   0.02727,   0.02727,   0.01818,   0.03636,   0.04545,   0.02727,   0.03636,   0.02727
5tpl_H,   0.00000,   0.00000,  38.00000,  34.50000,  65.00000,  59.10000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.00000,   9.00000,   8.20000,   2.00000,   1.80000,   1.00000,   0.90000,6802.80000,   0.00000,   0.00000,2113.00000, 587.00000,   0.00000, 872.00000, 909.00000,2317.00000,   0.40663,   0.36459,   0.34356,   0.46782,   0.20771,   0.49116,   0.12115,   0.56139,   0.46319,   0.49579,   0.16978,   0.17355,   0.35685,   0.56183,   0.26333,   0.22429,   0.52546,   0.40313,   0.34614,   0.20082,   0.37768,   0.30416,5413.13000,1496.79000,1514.55000, 707.15000,3898.58000, 789.64000,   4.00000,   6.00000,   0.00000,   5.00000,   0.00000,   5.00000,   2.00000,   7.00000,   0.00000,   0.00000,   3.00000,   5.00000,   1.00000,   0.00000,   3.00000,   6.00000,   6.00000,   1.00000,   4.00000,   4.00000,   4.00000,   1.00000,   2.00000,   0.00000,   2.00000,   1.00000,   1.00000,   3.00000,   1.00000,   3.00000,   5.00000,   0.00000,   2.00000,   2.00000,   1.00000,   5.00000,   2.00000,   3.00000,   4.00000,   6.00000,   0.03636,   0.05455,   0.00000,   0.04545,   0.00000,   0.04545,   0.01818,   0.06364,   0.00000,   0.00000,   0.02727,   0.04545,   0.00909,   0.00000,   0.02727,   0.05455,   0.05455,   0.00909,   0.03636,   0.03636,   0.03636,   0.00909,   0.01818,   0.00000,   0.01818,   0.00909,   0.00909,   0.02727,   0.00909,   0.02727,   0.04545,   0.00000,   0.01818,   0.01818,   0.00909,   0.04545,   0.01818,   0.02727,   0.03636,   0.05455
5tfs_H,   2.00000,   1.80000,  47.00000,  41.60000,  78.00000,  69.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.00000,  13.00000,  11.50000,   3.00000,   2.70000,   1.00000,   0.90000,6096.80000,   0.00000,  54.00000,2254.00000, 841.00000,   0.00000, 989.00000, 386.00000,1575.00000,   0.37042,   0.31469,   0.25831,   0.37600,   0.39928,   0.47193,   0.07992,   0.47933,   0.38378,   0.41281,   0.11918,   0.32373,   0.41403,   0.53511,   0.11140,   0.22697,   0.66563,   0.41798,   0.33465,   0.27884,   0.25000,   0.28690,4473.20000,1644.38000,1190.40000, 645.87000,3282.80000, 998.51000,   3.00000,   3.00000,   3.00000,   4.00000,   0.00000,   4.00000,   2.00000,  10.00000,   0.00000,   1.00000,   2.00000,   5.00000,   0.00000,   0.00000,   2.00000,   5.00000,   6.00000,   2.00000,   2.00000,   2.00000,   5.00000,   3.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   4.00000,   1.00000,   1.00000,   3.00000,   0.00000,   4.00000,   3.00000,   0.00000,   3.00000,   4.00000,   4.00000,   6.00000,   7.00000,   0.02752,   0.02752,   0.02752,   0.03670,   0.00000,   0.03670,   0.01835,   0.09174,   0.00000,   0.00917,   0.01835,   0.04587,   0.00000,   0.00000,   0.01835,   0.04587,   0.05505,   0.01835,   0.01835,   0.01835,   0.04587,   0.02752,   0.00000,   0.00000,   0.01835,   0.01835,   0.00917,   0.03670,   0.00917,   0.00917,   0.02752,   0.00000,   0.03670,   0.02752,   0.00000,   0.02752,   0.03670,   0.03670,   0.05505,   0.06422
5tf1_H,   2.00000,   1.70000,  44.00000,  38.30000,  78.00000,  67.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,   9.60000,  11.00000,   9.60000,   3.00000,   2.60000,   1.00000,   0.90000,6082.50000,   0.00000,  45.00000,1801.00000, 856.00000,   0.00000, 762.00000, 967.00000,1649.00000,   0.36753,   0.32297,   0.24692,   0.33784,   0.40828,   0.38706,   0.07770,   0.48356,   0.40850,   0.46812,   0.12364,   0.32562,   0.42108,   0.53999,   0.13324,   0.22833,   0.65176,   0.42863,   0.35406,   0.32853,   0.24899,   0.27587,4461.45000,1729.26000,1240.90000, 601.08000,3220.56000,1128.18000,   3.00000,   2.00000,   3.00000,   2.00000,   0.00000,   5.00000,   3.00000,  10.00000,   0.00000,   1.00000,   2.00000,   5.00000,   0.00000,   0.00000,   2.00000,   6.00000,   6.00000,   1.00000,   2.00000,   2.00000,   5.00000,   3.00000,   0.00000,   1.00000,   2.00000,   2.00000,   2.00000,   3.00000,   1.00000,   1.00000,   2.00000,   0.00000,   5.00000,   2.00000,   0.00000,   3.00000,   4.00000,   4.00000,   7.00000,   7.00000,   0.02752,   0.01835,   0.02752,   0.01835,   0.00000,   0.04587,   0.02752,   0.09174,   0.00000,   0.00917,   0.01835,   0.04587,   0.00000,   0.00000,   0.01835,   0.05505,   0.05505,   0.00917,   0.01835,   0.01835,   0.04587,   0.02752,   0.00000,   0.00917,   0.01835,   0.01835,   0.01835,   0.02752,   0.00917,   0.00917,   0.01835,   0.00000,   0.04587,   0.01835,   0.00000,   0.02752,   0.03670,   0.03670,   0.06422,   0.06422
5te6_H,   2.00000,   1.70000,  45.00000,  37.80000,  80.00000,  67.20000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  10.10000,   8.00000,   6.70000,   4.00000,   3.40000,   2.00000,   1.70000,6467.40000,   0.00000,  18.00000,1799.00000, 260.00000,   0.00000,1586.00000, 806.00000,1994.00000,   0.37821,   0.31013,   0.28013,   0.47466,   0.33529,   0.46806,   0.07615,   0.34285,   0.30116,   0.43198,   0.29513,   0.33275,   0.19189,   0.51444,   0.32498,   0.14913,   0.71662,   0.29332,   0.30605,   0.15782,   0.36803,   0.22405,4637.00000,1744.47000,1322.59000, 700.56000,3314.42000,1043.91000,   4.00000,   7.00000,   1.00000,   6.00000,   0.00000,   2.00000,   1.00000,   8.00000,   1.00000,   1.00000,   1.00000,   4.00000,   1.00000,   0.00000,   3.00000,   2.00000,   3.00000,   0.00000,   4.00000,   2.00000,   6.00000,   3.00000,   0.00000,   2.00000,   2.00000,   3.00000,   1.00000,   5.00000,   1.00000,   3.00000,   3.00000,   0.00000,   1.00000,   5.00000,   0.00000,   3.00000,   6.00000,   4.00000,   3.00000,   8.00000,   0.03636,   0.06364,   0.00909,   0.05455,   0.00000,   0.01818,   0.00909,   0.07273,   0.00909,   0.00909,   0.00909,   0.03636,   0.00909,   0.00000,   0.02727,   0.01818,   0.02727,   0.00000,   0.03636,   0.01818,   0.05455,   0.02727,   0.00000,   0.01818,   0.01818,   0.02727,   0.00909,   0.04545,   0.00909,   0.02727,   0.02727,   0.00000,   0.00909,   0.04545,   0.00000,   0.02727,   0.05455,   0.03636,   0.02727,   0.07273
5tdo_D,   0.00000,   0.00000,  43.00000,  39.10000,  75.00000,  68.20000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,  15.00000,  13.60000,   4.00000,   3.60000,   2.00000,   1.80000,6502.90000,   0.00000,   0.00000,2407.00000, 936.00000,   0.00000,1461.00000, 194.00000,1499.00000,   0.37107,   0.35514,   0.28324,   0.34808,   0.43255,   0.48156,   0.09470,   0.41772,   0.61374,   0.51392,   0.13136,   0.09697,   0.32206,   0.56750,   0.19878,   0.38375,   0.53551,   0.37197,   0.31847,   0.20217,   0.25451,   0.29872,4685.48000,1581.82000,1557.66000, 556.00000,3127.82000,1025.82000,   4.00000,   5.00000,   2.00000,   6.00000,   0.00000,   2.00000,   4.00000,  12.00000,   0.00000,   0.00000,   2.00000,   5.00000,   0.00000,   2.00000,   2.00000,   5.00000,   3.00000,   0.00000,   2.00000,   4.00000,   6.00000,   2.00000,   2.00000,   0.00000,   2.00000,   1.00000,   0.00000,   1.00000,   1.00000,   4.00000,   5.00000,   0.00000,   2.00000,   1.00000,   1.00000,   4.00000,   4.00000,   4.00000,   7.00000,   3.00000,   0.03636,   0.04545,   0.01818,   0.05455,   0.00000,   0.01818,   0.03636,   0.10909,   0.00000,   0.00000,   0.01818,   0.04545,   0.00000,   0.01818,   0.01818,   0.04545,   0.02727,   0.00000,   0.01818,   0.03636,   0.05455,   0.01818,   0.01818,   0.00000,   0.01818,   0.00909,   0.00000,   0.00909,   0.00909,   0.03636,   0.04545,   0.00000,   0.01818,   0.00909,   0.00909,   0.03636,   0.03636,   0.03636,   0.06364,   0.02727
5tdn_D,   0.00000,   0.00000,  42.00000,  38.20000,  71.00000,  64.50000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,  15.00000,  13.60000,   3.00000,   2.70000,   2.00000,   1.80000,6456.10000,   0.00000,   0.00000,2331.00000,1088.00000,   0.00000,1135.00000, 358.00000,1542.00000,   0.36924,   0.35785,   0.28669,   0.34516,   0.43086,   0.48108,   0.09515,   0.41909,   0.54543,   0.51555,   0.13027,   0.09626,   0.32020,   0.61664,   0.20133,   0.38888,   0.54970,   0.37095,   0.31814,   0.20047,   0.25636,   0.30299,4679.63000,1578.91000,1575.80000, 554.71000,3103.83000,1024.20000,   4.00000,   5.00000,   2.00000,   6.00000,   0.00000,   2.00000,   5.00000,  12.00000,   0.00000,   0.00000,   2.00000,   4.00000,   0.00000,   2.00000,   2.00000,   5.00000,   3.00000,   0.00000,   2.00000,   4.00000,   6.00000,   2.00000,   2.00000,   0.00000,   2.00000,   1.00000,   0.00000,   1.00000,   1.00000,   4.00000,   5.00000,   0.00000,   2.00000,   1.00000,   1.00000,   4.00000,   4.00000,   4.00000,   7.00000,   3.00000,   0.03636,   0.04545,   0.01818,   0.05455,   0.00000,   0.01818,   0.04545,   0.10909,   0.00000,   0.00000,   0.01818,   0.03636,   0.00000,   0.01818,   0.01818,   0.04545,   0.02727,   0.00000,   0.01818,   0.03636,   0.05455,   0.01818,   0.01818,   0.00000,   0.01818,   0.00909,   0.00000,   0.00909,   0.00909,   0.03636,   0.04545,   0.00000,   0.01818,   0.00909,   0.00909,   0.03636,   0.03636,   0.03636,   0.06364,   0.02727
