pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
4ris	H	L	0	P	peptide	NA	envelope glycoprotein	Immune system	10/07/14	Structural Analysis of the Unmutated Ancestor of the HIV-1 Envelope V2 Region Antibody CH58 Isolated From an RV144 HIV-1 Vaccine Efficacy Trial Vaccinee and Associated with Decreased Transmission Risk	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Nicely, N.I., Wiehe, K., Kepler, T.B., Jaeger, F.H., Dennison, S.M., Liao, H.-X., Alam, S.M., Hwang, K.-K., Bonsignori, M., Rerks-Ngarm, S., Nitayaphan, S., Pitisuttithum, P., Kaewkungwal, J., Robb, M.L., O'Connell, R.J., Michael, N.L., Kim, J.H., Haynes, B.F.	2.3	X-RAY DIFFRACTION	0.246	0.161	False	True	IGHV5	IGLV6	Lambda	None	None	None	None	None
5ggv	H	L	0	Y	protein	NA	cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	06/16/16	CTLA-4 in complex with tremelimumab Fab	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Heo, Y.S.	1.998	X-RAY DIFFRACTION	0.214	0.181	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4llu	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/13	Structure of Pertuzumab Fab with light chain Clambda at 2.16A	HOMO SAPIENS	homo sapiens	homo sapiens		Pustilnik, A., Lewis, S.M., Wu, X., Sereno, A., Huang, F., Guntas, G., Leaver-Fay, A., Smith, E.M., Ho, C., Hansen-Estruch, C., Chamberlain, A.K., Truhlar, S.M., Kuhlman, B., Demarest, S.J., Atwell, S.	2.16	X-RAY DIFFRACTION	0.273	0.222	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4llu	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/13	Structure of Pertuzumab Fab with light chain Clambda at 2.16A	HOMO SAPIENS	homo sapiens	homo sapiens		Pustilnik, A., Lewis, S.M., Wu, X., Sereno, A., Huang, F., Guntas, G., Leaver-Fay, A., Smith, E.M., Ho, C., Hansen-Estruch, C., Chamberlain, A.K., Truhlar, S.M., Kuhlman, B., Demarest, S.J., Atwell, S.	2.16	X-RAY DIFFRACTION	0.273	0.222	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4llv	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/13	The structure of the unbound form of anti-HIV antibody 4E10 Fv	HOMO SAPIENS	homo sapiens	homo sapiens		Finton, K.A.K., Rupert, P.B., Strong, R.K.	2.39	X-RAY DIFFRACTION	0.245	0.216	False	True	IGHV1	IGKV3	Kappa	None	None	None
4llv	E	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/13	The structure of the unbound form of anti-HIV antibody 4E10 Fv	HOMO SAPIENS	homo sapiens	homo sapiens		Finton, K.A.K., Rupert, P.B., Strong, R.K.	2.39	X-RAY DIFFRACTION	0.245	0.216	False	True	IGHV1	IGKV3	Kappa	None	None	None
4llv	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/13	The structure of the unbound form of anti-HIV antibody 4E10 Fv	HOMO SAPIENS	homo sapiens	homo sapiens		Finton, K.A.K., Rupert, P.B., Strong, R.K.	2.39	X-RAY DIFFRACTION	0.245	0.216	False	True	IGHV1	IGKV3	Kappa	None	None	None
4llv	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/13	The structure of the unbound form of anti-HIV antibody 4E10 Fv	HOMO SAPIENS	homo sapiens	homo sapiens		Finton, K.A.K., Rupert, P.B., Strong, R.K.	2.39	X-RAY DIFFRACTION	0.245	0.216	False	True	IGHV1	IGKV3	Kappa	None	None	None
4ptu	B	A	0	B	carbohydrate	RAM	ALPHA-L-RHAMNOSE	IMMUNE SYSTEM	03/11/14	Crystal Structure of anti-23F strep Fab C05 with rhamnose	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Bryson, S., Risnes, L., Damgupta, S., Thomson, C.A., Smith, K., Schrader, J.W., Pai, E.F.	1.511	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
4lly	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/13	Crystal structure of Pertuzumab Clambda Fab with variable and constant domain redesigns (VRD2 and CRD2) at 1.6A	HOMO SAPIENS	homo sapiens	homo sapiens		Pustilnik, A., Lewis, S.M., Wu, X., Sereno, A., Huang, F., Guntas, G., Leaver-Fay, A., Smith, E.M., Ho, C., Hansen-Estruch, C., Chamberlain, A.K., Truhlar, S.M., Kuhlman, B., Demarest, S.J., Atwell, S.	1.6	X-RAY DIFFRACTION	0.229	0.198	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4lly	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/13	Crystal structure of Pertuzumab Clambda Fab with variable and constant domain redesigns (VRD2 and CRD2) at 1.6A	HOMO SAPIENS	homo sapiens	homo sapiens		Pustilnik, A., Lewis, S.M., Wu, X., Sereno, A., Huang, F., Guntas, G., Leaver-Fay, A., Smith, E.M., Ho, C., Hansen-Estruch, C., Chamberlain, A.K., Truhlar, S.M., Kuhlman, B., Demarest, S.J., Atwell, S.	1.6	X-RAY DIFFRACTION	0.229	0.198	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4qf1	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/19/14	Crystal structure of unliganded CH59UA, the inferred unmutated ancestor of the RV144 anti-HIV antibody lineage producing CH59	HOMO SAPIENS	homo sapiens	homo sapiens		Wiehe, K., Easterhoff, D., Luo, K., Nicely, N.I., Bradley, T., Jaeger, F.H., Dennison, S.M., Zhang, R., Lloyd, K.E., Stolarchuk, C., Parks, R., Sutherland, L.L., Scearce, R.M., Morris, L., Kaewkungwal, J., Nitayaphan, S., Pitisuttithum, P., Rerks-Ngarm, S., Michael, N., Kim, J., Kelsoe, G., Montefiori, D.C., Tomaras, G., Bonsignori, M., Santra, S., Kepler, T.B., Alam, S.M., Moody, M.A., Liao, H.-X., Haynes, B.F.	2.4	X-RAY DIFFRACTION	0.229	0.182	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
4qf1	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/19/14	Crystal structure of unliganded CH59UA, the inferred unmutated ancestor of the RV144 anti-HIV antibody lineage producing CH59	HOMO SAPIENS	homo sapiens	homo sapiens		Wiehe, K., Easterhoff, D., Luo, K., Nicely, N.I., Bradley, T., Jaeger, F.H., Dennison, S.M., Zhang, R., Lloyd, K.E., Stolarchuk, C., Parks, R., Sutherland, L.L., Scearce, R.M., Morris, L., Kaewkungwal, J., Nitayaphan, S., Pitisuttithum, P., Rerks-Ngarm, S., Michael, N., Kim, J., Kelsoe, G., Montefiori, D.C., Tomaras, G., Bonsignori, M., Santra, S., Kepler, T.B., Alam, S.M., Moody, M.A., Liao, H.-X., Haynes, B.F.	2.4	X-RAY DIFFRACTION	0.229	0.182	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5f6i	B	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/06/15	Crystal Structure of Tier 2 Neutralizing Antibody DH428 from a Rhesus Macaque	HOMO SAPIENS	homo sapiens	homo sapiens		Fera, D., Harrison, S.C.	2.32	X-RAY DIFFRACTION	0.265	0.218	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
5c2b	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/15/15	anti-CXCL13 parental scFv - 3B4	HOMO SAPIENS	homo sapiens	homo sapiens		Tu, C., Bard, J., Mosyak, L.	1.4049	X-RAY DIFFRACTION	0.194	0.179	True	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
4eow	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/16/12	Crystal structure of a disease-associated anti-human GM-CSF autoantibody MB007	HOMO SAPIENS	homo sapiens	homo sapiens		Blech, M.	1.97	X-RAY DIFFRACTION	0.257	0.224	False	False	IGHV7	IGLV1	Lambda	None	None	None	None	None
4qhu	B	A	0	D	protein	NA	interleukin-17a	IMMUNE SYSTEM	05/29/14	Crystal Structure of IL-17A/Fab6785 complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Luo, J., Gilliland, G.L., Malia, T., Obmolova, G., Teplyakov, A.	2.2	X-RAY DIFFRACTION	0.216	0.171	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
4qhu	H	L	0	C	protein	NA	interleukin-17a	IMMUNE SYSTEM	05/29/14	Crystal Structure of IL-17A/Fab6785 complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Luo, J., Gilliland, G.L., Malia, T., Obmolova, G., Teplyakov, A.	2.2	X-RAY DIFFRACTION	0.216	0.171	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
1t2j	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/21/04	Crystal structure of a Human VH domain	HOMO SAPIENS	homo sapiens			Gaur, R.K., Fischer, R., Hoffmann, K.M.V.	1.5	X-RAY DIFFRACTION	0.197	0.158	False	True	IGHV3	NA	NA	None	None	None	None	None
4al8	H	L	0	C	protein	NA	envelope protein	IMMUNE SYSTEM	03/02/12	Structure of Dengue virus DIII in complex with Fab 2H12	DENGUE VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus	Midgley, C.M., Flanagan, A., Mongkolsapaya, J., Grimes, J.M., Screaton, G.R.	1.66	X-RAY DIFFRACTION	0.1975	0.1699	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
4hk0	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/14/12	UCA Fab (unbound) from CH65-CH67 Lineage	HOMO SAPIENS	homo sapiens	homo sapiens		Schmidt, A.G., Harrison, S.C.	2.497	X-RAY DIFFRACTION	0.258	0.206	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4hk0	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/14/12	UCA Fab (unbound) from CH65-CH67 Lineage	HOMO SAPIENS	homo sapiens	homo sapiens		Schmidt, A.G., Harrison, S.C.	2.497	X-RAY DIFFRACTION	0.258	0.206	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
3tnm	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/01/11	Crystal structure of A32 Fab, an ADCC mediating anti-HIV-1 antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Wu, X., Pazgier, M.	1.85	X-RAY DIFFRACTION	0.232	0.187	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
3tnm	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/01/11	Crystal structure of A32 Fab, an ADCC mediating anti-HIV-1 antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Wu, X., Pazgier, M.	1.85	X-RAY DIFFRACTION	0.232	0.187	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
5sy8	H	L	0	O	protein	NA	10e8 epitope scaffold t117v2	IMMUNE SYSTEM	08/10/16	Crystal structure of the complex of 10E8 Fab light chain mutant1 and T117v2 HIV-1 MPER scaffold	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Irimia, A., Wilson, I.A.	1.62	X-RAY DIFFRACTION	0.214	0.172	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
4ocr	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/09/14	Crystal structure of human Fab CAP256-VRC26.01, a potent V1V2-directed HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Gorman, J., Doria-Rose, N.A., Schramm, C.A., Moore, P.L., Mascola, J.R., Shapiro, L., Morris, L., Kwong, P.D.	1.895	X-RAY DIFFRACTION	0.200	0.180	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
4ocs	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/09/14	Crystal structure of human Fab CAP256-VRC26.10, a potent V1V2-directed HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Gorman, J., Doria-Rose, N.A., Schramm, C.A., Moore, P.L., Mascola, J.R., Shapiro, L., Morris, L., Kwong, P.D.	1.901	X-RAY DIFFRACTION	0.241	0.210	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
1ohq	B	NA	0	NA	NA	NA	NA	IMMUNOGLOBULIN	05/30/03	Crystal structure of HEL4, a soluble human VH antibody domain resistant to aggregation	HOMO SAPIENS	homo sapiens			Jespers, L., Schon, O., James, L.C., Veprintsev, D., Winter, G.	2.0	X-RAY DIFFRACTION	0.26	0.182	False	True	IGHV3	NA	NA	None	None	None	None	None
1ohq	A	NA	0	NA	NA	NA	NA	IMMUNOGLOBULIN	05/30/03	Crystal structure of HEL4, a soluble human VH antibody domain resistant to aggregation	HOMO SAPIENS	homo sapiens			Jespers, L., Schon, O., James, L.C., Veprintsev, D., Winter, G.	2.0	X-RAY DIFFRACTION	0.26	0.182	False	True	IGHV3	NA	NA	None	None	None	None	None
4xh2	H	L	0	h	peptide	NA	unknown	CELL ADHESION	01/04/15	Crystal structure of human paxillin LD4 motif in complex with Fab fragment	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Nocula-Lugowska, M., Lugowski, M., Salgia, R., Kossiakoff, A.A.	2.0	X-RAY DIFFRACTION	0.258	0.224	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4xh2	G	I	0	g	peptide	NA	unknown	CELL ADHESION	01/04/15	Crystal structure of human paxillin LD4 motif in complex with Fab fragment	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Nocula-Lugowska, M., Lugowski, M., Salgia, R., Kossiakoff, A.A.	2.0	X-RAY DIFFRACTION	0.258	0.224	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4xh2	C	D	0	c	peptide	NA	unknown	CELL ADHESION	01/04/15	Crystal structure of human paxillin LD4 motif in complex with Fab fragment	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Nocula-Lugowska, M., Lugowski, M., Salgia, R., Kossiakoff, A.A.	2.0	X-RAY DIFFRACTION	0.258	0.224	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4xh2	A	B	0	a	peptide	NA	unknown	CELL ADHESION	01/04/15	Crystal structure of human paxillin LD4 motif in complex with Fab fragment	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Nocula-Lugowska, M., Lugowski, M., Salgia, R., Kossiakoff, A.A.	2.0	X-RAY DIFFRACTION	0.258	0.224	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4xh2	J	K	0	j	peptide	NA	unknown	CELL ADHESION	01/04/15	Crystal structure of human paxillin LD4 motif in complex with Fab fragment	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Nocula-Lugowska, M., Lugowski, M., Salgia, R., Kossiakoff, A.A.	2.0	X-RAY DIFFRACTION	0.258	0.224	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4xh2	E	F	0	e	peptide	NA	unknown	CELL ADHESION	01/04/15	Crystal structure of human paxillin LD4 motif in complex with Fab fragment	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Nocula-Lugowska, M., Lugowski, M., Salgia, R., Kossiakoff, A.A.	2.0	X-RAY DIFFRACTION	0.258	0.224	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3nab	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/01/10	Crystal Structure of fab15 Mut6	HOMO SAPIENS	homo sapiens	homo sapiens		Luo, J.	2.32	X-RAY DIFFRACTION	0.259	0.203	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4hcr	H	L	0	A	protein	NA	mucosal addressin cell adhesion molecule 1	IMMUNE SYSTEM	10/01/12	Crystal structure of human MAdCAM-1 D1D2 complexed with Fab PF-547659	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Springer, T., Yu, Y., Zhu, J.	2.3	X-RAY DIFFRACTION	0.208	0.153	False	True	IGHV1	IGKV2D	Kappa	None	None	None	None	None
4hcr	M	N	0	B	protein	NA	mucosal addressin cell adhesion molecule 1	IMMUNE SYSTEM	10/01/12	Crystal structure of human MAdCAM-1 D1D2 complexed with Fab PF-547659	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Springer, T., Yu, Y., Zhu, J.	2.3	X-RAY DIFFRACTION	0.208	0.153	False	True	IGHV1	IGKV2D	Kappa	None	None	None	None	None
2aj3	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/01/05	Crystal Structure of a Cross-Reactive HIV-1 Neutralizing CD4-Binding Site Antibody Fab m18	HOMO SAPIENS	homo sapiens	homo sapiens		Prabakaran, P., Gan, J., Wu, Y.Q., Zhang, M.Y., Dimitrov, D.S., Ji, X.	2.03	X-RAY DIFFRACTION	0.269	0.225	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
2aj3	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/01/05	Crystal Structure of a Cross-Reactive HIV-1 Neutralizing CD4-Binding Site Antibody Fab m18	HOMO SAPIENS	homo sapiens	homo sapiens		Prabakaran, P., Gan, J., Wu, Y.Q., Zhang, M.Y., Dimitrov, D.S., Ji, X.	2.03	X-RAY DIFFRACTION	0.269	0.225	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
2aj3	F	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/01/05	Crystal Structure of a Cross-Reactive HIV-1 Neutralizing CD4-Binding Site Antibody Fab m18	HOMO SAPIENS	homo sapiens	homo sapiens		Prabakaran, P., Gan, J., Wu, Y.Q., Zhang, M.Y., Dimitrov, D.S., Ji, X.	2.03	X-RAY DIFFRACTION	0.269	0.225	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
4nuj	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/03/13	Crystal structure of HIV-1 broadly neutralizing antibody PGT152	HOMO SAPIENS	homo sapiens	homo sapiens		Blattner, C., Wilson, I.A.	1.827	X-RAY DIFFRACTION	0.210	0.168	False	True	IGHV3	IGKV2D	Kappa	None	None	None	None	None
3g6a	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/06/09	Crystal structure of anti-IL-13 antibody CNTO607	HOMO SAPIENS	homo sapiens	homo sapiens		Teplyakov, A., Obmolova, G., Gilliland, G.L.	2.1	X-RAY DIFFRACTION	0.283	0.208	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
3g6a	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/06/09	Crystal structure of anti-IL-13 antibody CNTO607	HOMO SAPIENS	homo sapiens	homo sapiens		Teplyakov, A., Obmolova, G., Gilliland, G.L.	2.1	X-RAY DIFFRACTION	0.283	0.208	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
4i77	H	L	0	Z	protein	NA	interleukin-13	IMMUNE SYSTEM/CYTOKINE	11/30/12	Lebrikizumab Fab bound to IL-13	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Ultsch, M.	1.9	X-RAY DIFFRACTION	0.219	0.179	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
3d0l	B	A	0	C	peptide	NA	hyb3k peptide construct	IMMUNE SYSTEM	05/01/08	Crystal structure of the HIV-1 broadly neutralizing antibody 2F5 in complex with the gp41 FP-MPER Hyb3K construct 514GIGALFLGFLGAAGS528KK-Ahx-655KNEQELLELDKWASLWN671	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Bryson, S., Julien, J.P., Pai, E.F.	2.35	X-RAY DIFFRACTION	0.229	0.211	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
1uj3	B	A	0	C	protein	NA	tissue factor	IMMUNE SYSTEM/BLOOD CLOTTING	07/25/03	Crystal structure of a humanized Fab fragment of anti-tissue-factor antibody in complex with tissue factor	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ohto, U., Mizutani, R., Nakamura, M., Adachi, H., Satow, Y.	2.1	X-RAY DIFFRACTION	0.227	0.196	False	True	IGHV1	IGKV1D	Kappa	None	None	None	None	None
5umn	C	D	0	B	protein	NA	hemagglutinin	IMMUNE SYSTEM	01/27/17	Crystal structure of C05 VPGSGW mutant bound to H3 influenza hemagglutinin, HA1 subunit	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Wu, N.C., Wilson, I.A.	1.97	X-RAY DIFFRACTION	0.208	0.181	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5umn	E	F	0	A	protein	NA	hemagglutinin	IMMUNE SYSTEM	01/27/17	Crystal structure of C05 VPGSGW mutant bound to H3 influenza hemagglutinin, HA1 subunit	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Wu, N.C., Wilson, I.A.	1.97	X-RAY DIFFRACTION	0.208	0.181	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4fq2	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/24/12	Crystal Structure of 10-1074 Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Scharf, L., Bjorkman, P.J.	1.9	X-RAY DIFFRACTION	0.223	0.187	False	True	IGHV4	unknown	unknown	None	None	None	None	None
2ny2	D	C	0	A	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	11/20/06	HIV-1 gp120 Envelope Glycoprotein (T123C, T257S, S334A, S375W, G431C) Complexed with CD4 and Antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Xu, L., Dey, B., Hessell, A.J., Van Ryk, D., Xiang, S.H., Yang, X., Zhang, M.Y., Zwick, M.B., Arthos, J., Burton, D.R., Dimitrov, D.S., Sodroski, J., Wyatt, R., Nabel, G.J., Kwong, P.D.	2.0	X-RAY DIFFRACTION	0.223	0.194	False	True	IGHV1	IGKV3	Kappa	1.23E-07		SPR	NA	17301785
3mxw	H	L	0	A	protein	NA	sonic hedgehog protein	SIGNALING PROTEIN	05/07/10	Crystal structure Sonic hedgehog bound to the 5E1 fab fragment	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hymowitz, S.G., Maun, H.R.	1.83	X-RAY DIFFRACTION	0.218	0.176	False	True	IGHV1	IGKV6	Kappa	7.00E-10	-12.7	ITC	30	20504762
3qnz	B	A	0	C	peptide	NA	peptide from tubulin beta chain	IMMUNE SYSTEM	02/09/11	Orthorhombic form of IgG1 Fab fragment (in complex with antigenic tubulin peptide) sharing same Fv as IgA	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Trajtenberg, F., Correa, A., Buschiazzo, A.	2.2	X-RAY DIFFRACTION	0.235	0.196	False	False	IGHV3	IGKV2	Kappa	None	None	None	None	None
3qnx	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/09/11	Orthorhombic form of human IgA1 Fab fragment, sharing same Fv as IgG	HOMO SAPIENS	homo sapiens	homo sapiens		Trajtenberg, F., Correa, A., Buschiazzo, A.	2.2	X-RAY DIFFRACTION	0.224	0.181	False	False	IGHV3	IGKV2	Kappa	None	None	None	None	None
3qny	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/09/11	Monoclinic form of human IgA1 Fab fragment, sharing same Fv as IgG	HOMO SAPIENS	homo sapiens	homo sapiens		Trajtenberg, F., Correa, A., Buschiazzo, A.	2.3	X-RAY DIFFRACTION	0.218	0.187	False	False	IGHV3	IGKV2	Kappa	None	None	None	None	None
3qny	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/09/11	Monoclinic form of human IgA1 Fab fragment, sharing same Fv as IgG	HOMO SAPIENS	homo sapiens	homo sapiens		Trajtenberg, F., Correa, A., Buschiazzo, A.	2.3	X-RAY DIFFRACTION	0.218	0.187	False	False	IGHV3	IGKV2	Kappa	None	None	None	None	None
3giz	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/07/09	Crystal structure of the Fab fragment of anti-CD20 antibody Ofatumumab	HOMO SAPIENS	homo sapiens	homo sapiens		Du, J., Yang, H., Ding, J.	2.2	X-RAY DIFFRACTION	0.250	0.195	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
5bvp	H	L	0	I	protein	NA	interleukin-1 beta	IMMUNE SYSTEM	06/05/15	The molecular mode of action and species specificity of canakinumab, a human monoclonal antibody neutralizing IL-1beta	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Rondeau, J.M.	2.2	X-RAY DIFFRACTION	0.231	0.188	False	True	IGHV3	IGKV6	Kappa	None	None	None	None	None
4fqq	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/25/12	Crystal Structure of Germline Antibody PGT121-GL Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Scharf, L., Bjorkman, P.J.	2.42	X-RAY DIFFRACTION	0.237	0.194	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
4fqq	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/25/12	Crystal Structure of Germline Antibody PGT121-GL Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Scharf, L., Bjorkman, P.J.	2.42	X-RAY DIFFRACTION	0.237	0.194	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
4fqq	F	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/25/12	Crystal Structure of Germline Antibody PGT121-GL Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Scharf, L., Bjorkman, P.J.	2.42	X-RAY DIFFRACTION	0.237	0.194	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
4fqq	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/25/12	Crystal Structure of Germline Antibody PGT121-GL Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Scharf, L., Bjorkman, P.J.	2.42	X-RAY DIFFRACTION	0.237	0.194	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
4fqi	H	L	0	B | A	protein | protein	NA | NA	hemagglutinin ha2 | hemagglutinin ha1	VIRAL PROTEIN/IMMUNE SYSTEM	06/25/12	Crystal Structure of Fab CR9114 in Complex with a H5N1 influenza virus hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Dreyfus, C., Wilson, I.A.	1.71	X-RAY DIFFRACTION	0.232	0.198	False	True	IGHV1	IGLV1	Lambda	None	None	None
4fqh	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/25/12	Crystal Structure of Fab CR9114	HOMO SAPIENS	homo sapiens	homo sapiens		Dreyfus, C., Wilson, I.A.	2.05	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
